Date,Price
1970/1/5,2402.85
1970/1/6,2406.22
1970/1/7,2394.96
1970/1/8,2283.68
1970/1/9,2359
1970/1/10,2379.09
1970/1/12,2324.24
1970/1/13,2297.69
1970/1/14,2288.14
1970/1/16,2286.45
1970/1/17,2313.73
1970/1/19,2309.38
1970/1/20,2309.94
1970/1/21,2325.36
1970/1/22,2322.58
1970/1/23,2312
1970/1/24,2296.08
1970/1/26,2316.71
1970/1/27,2321.83
1970/1/28,2324.77
1970/1/29,2328.6
1970/1/30,2296.43
1970/1/31,2316.98
1970/2/2,2310.45
1970/2/3,2296.68
1970/2/4,2313.31
1970/2/5,2306.78
1970/2/6,2302.93
1970/2/7,2292.83
1970/2/9,2306.4
1970/2/10,2306.25
1970/2/12,2311.78
1970/2/13,2298.65
1970/2/14,2303.97
1970/2/16,2293.93
1970/2/17,2294.71
1970/2/18,2313.23
1970/2/19,2324.4
1970/2/20,2322.98
1970/2/21,2327.54
1970/2/23,2361.47
1970/2/24,2375.46
1970/2/25,2383.18
1970/2/26,2385.07
1970/2/27,2380.29
1970/2/28,2374.45
1970/3/2,2399.76
1970/3/3,2396.64
1970/3/4,2422.73
1970/3/5,2423.37
1970/3/6,2452.26
1970/3/7,2456.47
1970/3/9,2455.17
1970/3/10,2470.22
1970/3/11,2458.13
1970/3/12,2433.12
1970/3/13,2446.36
1970/3/14,2452.46
1970/3/16,2459.63
1970/3/17,2468.84
1970/3/18,2484.62
1970/3/19,2490.47
1970/3/20,2491.18
1970/3/23,2495.18
1970/3/24,2484.15
1970/3/25,2481.01
1970/3/26,2504.84
1970/3/27,2485.36
1970/3/28,2495.24
1970/3/30,2510.24
1970/3/31,2523.75
1970/4/1,2521.42
1970/4/2,2522.84
1970/4/3,2500.09
1970/4/4,2523.36
1970/4/6,2534.45
1970/4/7,2524.13
1970/4/8,2529.65
1970/4/9,2515.05
1970/4/10,2513.91
1970/4/11,2514.38
1970/4/13,2508.16
1970/4/14,2502.03
1970/4/15,2497.75
1970/4/16,2502.65
1970/4/17,2471.21
1970/4/18,2465.49
1970/4/20,2470.67
1970/4/21,2469.64
1970/4/22,2436.4
1970/4/23,2416.67
1970/4/24,2422.86
1970/4/25,2410.12
1970/4/27,2386.06
1970/4/28,2315.43
1970/4/30,2114.32
1970/5/1,2125.61
1970/5/2,2190.72
1970/5/4,2200.74
1970/5/6,2191.39
1970/5/7,2209.61
1970/5/8,2190.54
1970/5/9,2149.82
1970/5/11,2139.07
1970/5/12,2149.43
1970/5/13,2096.75
1970/5/14,2048.72
1970/5/15,2018.71
1970/5/16,2049.9
1970/5/18,2047.9
1970/5/19,1963.1
1970/5/20,1983.78
1970/5/21,1982.33
1970/5/22,1989.34
1970/5/23,1995.63
1970/5/25,1933.33
1970/5/26,1946.48
1970/5/27,1929.64
1970/5/28,2009.1
1970/5/29,2026.14
1970/5/30,2072.46
1970/6/1,2082.37
1970/6/2,2087.47
1970/6/3,2109.23
1970/6/4,2133.85
1970/6/5,2123.82
1970/6/6,2130.59
1970/6/8,2109.58
1970/6/9,2091.83
1970/6/10,2109.47
1970/6/11,2029.41
1970/6/12,2048.94
1970/6/13,2077.31
1970/6/15,2072.8
1970/6/16,2054.37
1970/6/17,2066.02
1970/6/18,2082.02
1970/6/19,2113.22
1970/6/20,2150.59
1970/6/22,2149.28
1970/6/23,2131.89
1970/6/24,2140.47
1970/6/25,2143.45
1970/6/26,2135.88
1970/6/27,2113.81
1970/6/29,2131.74
1970/6/30,2138.11
1970/7/1,2148.79
1970/7/2,2146.89
1970/7/3,2135.25
1970/7/4,2131.24
1970/7/6,2117.65
1970/7/7,2116.86
1970/7/8,2121.51
1970/7/9,2111.1
1970/7/10,2102.22
1970/7/11,2111.27
1970/7/13,2110.01
1970/7/14,2110.87
1970/7/15,2087.99
1970/7/16,2067.76
1970/7/17,2110.49
1970/7/18,2131.63
1970/7/20,2133.89
1970/7/21,2148.94
1970/7/22,2132.19
1970/7/23,2125.62
1970/7/24,2128.35
1970/7/25,2127.41
1970/7/27,2130.05
1970/7/28,2138.56
1970/7/29,2132.43
1970/7/30,2140.5
1970/7/31,2159.16
1970/8/1,2157.25
1970/8/3,2164.77
1970/8/4,2164.21
1970/8/5,2169.78
1970/8/6,2147.73
1970/8/7,2143.09
1970/8/8,2126.76
1970/8/10,2141.38
1970/8/11,2123.52
1970/8/12,2122.83
1970/8/13,2142.85
1970/8/14,2136.15
1970/8/15,2139.2
1970/8/17,2140.64
1970/8/18,2152.18
1970/8/19,2155.99
1970/8/20,2161.43
1970/8/21,2164.28
1970/8/22,2170.67
1970/8/24,2168.15
1970/8/25,2153.18
1970/8/26,2153.36
1970/8/27,2163.5
1970/8/28,2157.84
1970/8/29,2154.5
1970/8/31,2132.21
1970/9/1,2130.54
1970/9/2,2118.06
1970/9/3,2139.05
1970/9/4,2144.96
1970/9/5,2144.78
1970/9/7,2150.54
1970/9/8,2165.18
1970/9/9,2176.99
1970/9/10,2165.47
1970/9/11,2157.26
1970/9/12,2155.52
1970/9/14,2168.4
1970/9/16,2139.9
1970/9/17,2136.8
1970/9/18,2079.87
1970/9/19,2078.44
1970/9/21,2076.99
1970/9/22,2089.36
1970/9/24,2085.01
1970/9/25,2094
1970/9/26,2065.02
1970/9/28,2042.95
1970/9/29,2020.88
1970/9/30,2065.44
1970/10/1,2061.65
1970/10/2,2065.59
1970/10/3,2054.34
1970/10/5,2087.32
1970/10/6,2094.36
1970/10/7,2083.16
1970/10/8,2079.93
1970/10/9,2081.32
1970/10/12,2092.46
1970/10/13,2094.48
1970/10/14,2096.12
1970/10/15,2118.4
1970/10/16,2114.21
1970/10/17,2117.44
1970/10/19,2133.03
1970/10/20,2124.32
1970/10/21,2106.84
1970/10/22,2107.16
1970/10/23,2101.68
1970/10/24,2094.26
1970/10/26,2094.9
1970/10/27,2095.19
1970/10/28,2104.47
1970/10/29,2117.26
1970/10/30,2114.2
1970/10/31,2114.41
1970/11/2,2139.32
1970/11/4,2143.72
1970/11/5,2134.16
1970/11/6,2136.59
1970/11/7,2141.57
1970/11/9,2147.98
1970/11/10,2142.73
1970/11/11,2122.5
1970/11/12,2109.99
1970/11/13,2111.09
1970/11/14,2094.72
1970/11/16,2098.45
1970/11/17,2075.66
1970/11/18,2087.88
1970/11/19,2075.16
1970/11/20,2064.05
1970/11/21,2064.98
1970/11/24,2060.03
1970/11/25,2056.93
1970/11/26,2041.15
1970/11/27,2012.13
1970/11/28,1993.65
1970/11/30,1990.47
1970/12/1,2027.37
1970/12/2,2017.12
1970/12/3,1992.72
1970/12/4,1989.68
1970/12/5,1974.59
1970/12/7,1969.57
1970/12/8,1963.4
1970/12/9,1965.78
1970/12/10,1973.16
1970/12/11,2018.17
1970/12/12,2015.63
1970/12/14,2015.91
1970/12/15,1997.11
1970/12/16,1973.41
1970/12/17,1972.78
1970/12/18,1977.56
1970/12/19,1973.59
1970/12/21,1988.96
1970/12/22,1979.71
1970/12/23,1979.97
1970/12/24,1987.96
1970/12/25,1982.61
1970/12/26,1974.89
1970/12/28,1987.14
1971/1/4,2001.34
1971/1/5,1989.44
1971/1/6,1981.74
1971/1/7,2000.96
1971/1/8,2040.93
1971/1/9,2063.71
1971/1/11,2085.32
1971/1/12,2092.33
1971/1/13,2089.22
1971/1/14,2093.9
1971/1/16,2112.13
1971/1/18,2097.4
1971/1/19,2115.25
1971/1/20,2102.37
1971/1/21,2112.5
1971/1/22,2113.73
1971/1/23,2109.17
1971/1/25,2105.01
1971/1/26,2109.2
1971/1/27,2099.08
1971/1/28,2102.36
1971/1/29,2100.9
1971/1/30,2099.37
1971/2/1,2104.88
1971/2/2,2113.55
1971/2/3,2129.73
1971/2/4,2133.34
1971/2/5,2125.16
1971/2/6,2127.06
1971/2/8,2128.25
1971/2/9,2122.66
1971/2/10,2139.29
1971/2/12,2149.88
1971/2/13,2167.88
1971/2/15,2166.64
1971/2/16,2173.28
1971/2/17,2166.69
1971/2/18,2202.89
1971/2/19,2213.39
1971/2/20,2205.88
1971/2/22,2230.09
1971/2/23,2204.33
1971/2/24,2184.5
1971/2/25,2216.65
1971/2/26,2232.42
1971/2/27,2246.36
1971/3/1,2256.05
1971/3/2,2246.61
1971/3/3,2268.59
1971/3/4,2275.28
1971/3/5,2256.43
1971/3/6,2259.03
1971/3/8,2273.38
1971/3/9,2271.16
1971/3/10,2305.59
1971/3/11,2309.1
1971/3/12,2316.21
1971/3/13,2304.05
1971/3/15,2301.4
1971/3/16,2320.01
1971/3/17,2317.36
1971/3/18,2319.54
1971/3/19,2341.9
1971/3/20,2336.05
1971/3/22,2365.43
1971/3/23,2345.27
1971/3/24,2364.06
1971/3/25,2372.24
1971/3/26,2390.02
1971/3/27,2375.05
1971/3/29,2404.65
1971/3/30,2401.33
1971/3/31,2403.3
1971/4/1,2414.04
1971/4/2,2415.73
1971/4/3,2384.73
1971/4/5,2373.42
1971/4/6,2404.66
1971/4/7,2416.92
1971/4/8,2413.93
1971/4/9,2401.44
1971/4/10,2409.62
1971/4/12,2435.32
1971/4/13,2428.48
1971/4/14,2437.53
1971/4/15,2457.36
1971/4/16,2464.1
1971/4/17,2457.39
1971/4/19,2439.95
1971/4/20,2374.67
1971/4/21,2431.73
1971/4/22,2416.99
1971/4/23,2433.33
1971/4/24,2443.37
1971/4/26,2436.93
1971/4/27,2445.93
1971/4/28,2450.74
1971/4/30,2468.18
1971/5/1,2478.81
1971/5/4,2489.35
1971/5/6,2481.67
1971/5/7,2444.81
1971/5/8,2435.34
1971/5/10,2390.22
1971/5/11,2402.37
1971/5/12,2431.28
1971/5/13,2428.01
1971/5/14,2415.2
1971/5/15,2417.12
1971/5/17,2417.62
1971/5/18,2391.22
1971/5/19,2365.92
1971/5/20,2388.51
1971/5/21,2385.21
1971/5/22,2381.85
1971/5/24,2398.48
1971/5/25,2404.77
1971/5/26,2408.8
1971/5/27,2420.18
1971/5/28,2432.72
1971/5/29,2433.43
1971/5/31,2456.33
1971/6/1,2455.95
1971/6/2,2475.93
1971/6/3,2473.91
1971/6/4,2490.39
1971/6/5,2497.08
1971/6/7,2506.06
1971/6/8,2504.31
1971/6/9,2508.94
1971/6/10,2523.84
1971/6/11,2528.79
1971/6/12,2529.85
1971/6/14,2531.49
1971/6/15,2542.13
1971/6/16,2555.05
1971/6/17,2581.03
1971/6/18,2584.49
1971/6/19,2573.86
1971/6/21,2587.58
1971/6/22,2586.58
1971/6/23,2600.49
1971/6/24,2584.51
1971/6/25,2600.32
1971/6/26,2603.67
1971/6/28,2628.46
1971/6/29,2625.14
1971/6/30,2637.35
1971/7/1,2651.06
1971/7/2,2647.2
1971/7/3,2642.78
1971/7/5,2630.44
1971/7/6,2571.37
1971/7/7,2637.15
1971/7/8,2638.74
1971/7/9,2659.57
1971/7/10,2657.62
1971/7/12,2686.42
1971/7/13,2675.85
1971/7/14,2685.35
1971/7/15,2664.2
1971/7/16,2670.88
1971/7/17,2678.76
1971/7/19,2692.63
1971/7/20,2677.47
1971/7/21,2643.14
1971/7/22,2669.03
1971/7/23,2671.37
1971/7/24,2673.63
1971/7/26,2673.84
1971/7/27,2678
1971/7/28,2681.25
1971/7/29,2683.24
1971/7/30,2661.59
1971/7/31,2655.2
1971/8/2,2640.68
1971/8/3,2640.45
1971/8/4,2630.09
1971/8/5,2634.18
1971/8/6,2648.53
1971/8/7,2670.74
1971/8/9,2698.27
1971/8/10,2690.14
1971/8/11,2699.42
1971/8/12,2704.9
1971/8/13,2727.8
1971/8/14,2740.98
1971/8/16,2530.48
1971/8/17,2440.82
1971/8/18,2328.28
1971/8/19,2190.16
1971/8/20,2283.88
1971/8/21,2278.44
1971/8/23,2163.79
1971/8/24,2162.82
1971/8/25,2233.9
1971/8/26,2282.34
1971/8/27,2267.19
1971/8/28,2275.67
1971/8/30,2303.91
1971/8/31,2297.06
1971/9/1,2348.01
1971/9/2,2352.27
1971/9/3,2346.77
1971/9/4,2357.34
1971/9/6,2365.58
1971/9/7,2341.73
1971/9/8,2325.52
1971/9/9,2341.19
1971/9/10,2321.79
1971/9/11,2333.07
1971/9/13,2351.15
1971/9/14,2364.65
1971/9/16,2347.35
1971/9/17,2352.31
1971/9/18,2351.93
1971/9/20,2377.05
1971/9/21,2372.99
1971/9/22,2360.86
1971/9/23,2363.97
1971/9/25,2355.24
1971/9/27,2351.96
1971/9/28,2393.56
1971/9/29,2420.36
1971/9/30,2428.25
1971/10/1,2429.31
1971/10/2,2432.5
1971/10/4,2412.65
1971/10/5,2407.84
1971/10/6,2401.97
1971/10/7,2401.68
1971/10/8,2372.48
1971/10/9,2359.54
1971/10/11,2360.38
1971/10/12,2352.6
1971/10/13,2312.69
1971/10/14,2305.86
1971/10/15,2254.94
1971/10/16,2246.44
1971/10/18,2255.18
1971/10/19,2228.33
1971/10/20,2227.25
1971/10/21,2240.45
1971/10/22,2259.52
1971/10/23,2252.59
1971/10/25,2253.69
1971/10/26,2236.89
1971/10/27,2229.35
1971/10/28,2253.28
1971/10/29,2278.46
1971/10/30,2275.84
1971/11/1,2279.04
1971/11/2,2254.93
1971/11/4,2228.78
1971/11/5,2234.11
1971/11/6,2224.52
1971/11/8,2236.24
1971/11/9,2252.18
1971/11/10,2282.2
1971/11/11,2298.26
1971/11/12,2307.82
1971/11/13,2335.52
1971/11/15,2329.14
1971/11/16,2326.54
1971/11/17,2371.74
1971/11/18,2391.9
1971/11/19,2378.79
1971/11/20,2387.96
1971/11/22,2408.11
1971/11/24,2404.68
1971/11/25,2418.68
1971/11/26,2413.75
1971/11/27,2426.75
1971/11/29,2450.74
1971/11/30,2442.71
1971/12/1,2455.79
1971/12/2,2480.56
1971/12/3,2441.58
1971/12/4,2466.97
1971/12/6,2475.71
1971/12/7,2481.69
1971/12/8,2453.36
1971/12/9,2477.93
1971/12/10,2482.47
1971/12/11,2493.57
1971/12/13,2496.72
1971/12/14,2490.79
1971/12/15,2491
1971/12/16,2468.11
1971/12/17,2480.25
1971/12/18,2480.69
1971/12/20,2487.59
1971/12/21,2554.02
1971/12/22,2586.33
1971/12/23,2621.77
1971/12/24,2658.71
1971/12/25,2689.49
1971/12/27,2693.49
1971/12/28,2713.74
1972/1/4,2712.31
1972/1/5,2727.87
1972/1/6,2754.89
1972/1/7,2762.49
1972/1/8,2769.1
1972/1/10,2773.9
1972/1/11,2769.62
1972/1/12,2799.48
1972/1/13,2812.86
1972/1/14,2823.53
1972/1/17,2799.74
1972/1/18,2805.43
1972/1/19,2820.98
1972/1/20,2840.86
1972/1/21,2822.54
1972/1/22,2812.43
1972/1/24,2800.06
1972/1/25,2814.38
1972/1/26,2832.89
1972/1/27,2839.04
1972/1/28,2862.4
1972/1/29,2851.22
1972/1/31,2856.5
1972/2/1,2852.32
1972/2/2,2863.57
1972/2/3,2879.67
1972/2/4,2857.29
1972/2/5,2875.96
1972/2/7,2883.47
1972/2/8,2889.84
1972/2/9,2870.77
1972/2/10,2871.78
1972/2/12,2885.63
1972/2/14,2890.66
1972/2/15,2876.42
1972/2/16,2888.66
1972/2/17,2913.81
1972/2/18,2932.22
1972/2/19,2956.63
1972/2/21,2959.29
1972/2/22,2966.65
1972/2/23,2960.92
1972/2/24,2975.16
1972/2/25,2995.55
1972/2/26,3013.46
1972/2/28,3027.49
1972/2/29,3021.98
1972/3/1,3011.3
1972/3/2,3023.65
1972/3/3,3015.14
1972/3/4,3031.09
1972/3/6,3028.99
1972/3/7,3038.62
1972/3/8,3040.22
1972/3/9,3030.02
1972/3/10,3027.42
1972/3/11,3009.35
1972/3/13,2976.15
1972/3/14,2996.37
1972/3/15,2981.18
1972/3/16,3012.6
1972/3/17,3022.93
1972/3/18,3038.48
1972/3/21,3036.43
1972/3/22,3050.84
1972/3/23,3067.3
1972/3/24,3073.23
1972/3/25,3083.17
1972/3/27,3102.48
1972/3/28,3107.41
1972/3/29,3144.26
1972/3/30,3146.18
1972/3/31,3187.62
1972/4/1,3178.84
1972/4/3,3194.24
1972/4/4,3192.49
1972/4/5,3165.32
1972/4/6,3213.1
1972/4/7,3239.1
1972/4/8,3254.62
1972/4/10,3275.03
1972/4/11,3286.65
1972/4/12,3304.71
1972/4/13,3322.01
1972/4/14,3302.51
1972/4/15,3290.92
1972/4/17,3218
1972/4/18,3269.09
1972/4/19,3258.24
1972/4/20,3258.85
1972/4/21,3240.14
1972/4/22,3238.5
1972/4/24,3257.66
1972/4/25,3267.18
1972/4/26,3271.15
1972/4/27,3299.81
1972/4/28,3339.08
1972/5/1,3353.38
1972/5/2,3359.41
1972/5/4,3371.24
1972/5/6,3372.37
1972/5/8,3362.8
1972/5/9,3342.92
1972/5/10,3358.42
1972/5/11,3398.51
1972/5/12,3408.09
1972/5/13,3414.46
1972/5/15,3424.94
1972/5/16,3416.43
1972/5/17,3436.74
1972/5/18,3438.19
1972/5/19,3420.56
1972/5/20,3440.43
1972/5/22,3446.66
1972/5/23,3468.11
1972/5/24,3477.12
1972/5/25,3506.48
1972/5/26,3535.88
1972/5/27,3543.04
1972/5/29,3572.62
1972/5/30,3594.95
1972/5/31,3636.79
1972/6/1,3626.92
1972/6/2,3667.17
1972/6/3,3674.42
1972/6/5,3678.91
1972/6/6,3650.03
1972/6/7,3656.83
1972/6/8,3667.25
1972/6/9,3615.8
1972/6/10,3642.94
1972/6/12,3651.35
1972/6/13,3647.77
1972/6/14,3640.37
1972/6/15,3669.59
1972/6/16,3680.78
1972/6/17,3691.24
1972/6/19,3722.63
1972/6/20,3718.46
1972/6/21,3716.41
1972/6/22,3687.31
1972/6/23,3663.16
1972/6/24,3421.02
1972/6/26,3369.64
1972/6/27,3548.95
1972/6/28,3611.31
1972/6/29,3670.81
1972/6/30,3710.7
1972/7/1,3730.82
1972/7/3,3751.32
1972/7/4,3722.77
1972/7/5,3645.38
1972/7/6,3682.72
1972/7/7,3695.31
1972/7/8,3704.42
1972/7/10,3710.53
1972/7/11,3719.09
1972/7/12,3707.37
1972/7/13,3712.32
1972/7/14,3727.5
1972/7/15,3719.01
1972/7/17,3693.84
1972/7/18,3722.06
1972/7/19,3760.73
1972/7/20,3783.01
1972/7/21,3807.15
1972/7/22,3818.02
1972/7/24,3815.31
1972/7/25,3837.43
1972/7/26,3850.25
1972/7/27,3867.85
1972/7/28,3913.81
1972/7/29,3920.31
1972/7/31,3938.4
1972/8/1,3951.65
1972/8/2,3870.3
1972/8/3,3954.12
1972/8/4,3954.39
1972/8/5,3974.1
1972/8/7,3946.33
1972/8/8,3940.81
1972/8/9,3922.28
1972/8/10,3908.01
1972/8/11,3929.8
1972/8/12,3956.34
1972/8/14,3957.69
1972/8/15,3974.71
1972/8/16,4007.66
1972/8/17,4006.41
1972/8/18,4014.35
1972/8/19,4001.96
1972/8/21,4013.96
1972/8/22,4010.61
1972/8/23,4029.06
1972/8/24,4041.78
1972/8/25,4010.46
1972/8/26,4013.64
1972/8/28,3996.9
1972/8/29,4016.28
1972/8/30,4026.25
1972/8/31,4066.78
1972/9/1,4090.39
1972/9/2,4130
1972/9/4,4137.76
1972/9/5,4137.48
1972/9/6,4143.02
1972/9/7,4168.64
1972/9/8,4181.89
1972/9/9,4187.73
1972/9/11,4203.22
1972/9/12,4160.31
1972/9/13,4190.97
1972/9/14,4174.8
1972/9/16,4185.01
1972/9/18,4178.84
1972/9/19,4157.5
1972/9/20,4178.28
1972/9/21,4204.22
1972/9/22,4231.21
1972/9/25,4254.61
1972/9/26,4273.2
1972/9/27,4251.29
1972/9/28,4291.81
1972/9/29,4320.63
1972/9/30,4352.95
1972/10/2,4393.67
1972/10/3,4363.38
1972/10/4,4424.3
1972/10/5,4425.49
1972/10/6,4355.28
1972/10/7,4394.96
1972/10/9,4422.08
1972/10/11,4443.09
1972/10/12,4480.06
1972/10/13,4472.73
1972/10/14,4460.68
1972/10/16,4433.63
1972/10/17,4401.08
1972/10/18,4444.32
1972/10/19,4452.17
1972/10/20,4324.8
1972/10/21,4370.33
1972/10/23,4415.06
1972/10/24,4424.34
1972/10/25,4442.42
1972/10/26,4439.2
1972/10/27,4455.06
1972/10/28,4490.58
1972/10/30,4522.18
1972/10/31,4537.99
1972/11/1,4541.77
1972/11/2,4547.92
1972/11/4,4554.72
1972/11/6,4543.88
1972/11/7,4538.83
1972/11/8,4555.95
1972/11/9,4564.46
1972/11/10,4540.1
1972/11/11,4538.65
1972/11/13,4553.77
1972/11/14,4555.01
1972/11/15,4602.78
1972/11/16,4589.25
1972/11/17,4585.91
1972/11/20,4591.07
1972/11/21,4618.27
1972/11/22,4667.71
1972/11/24,4731.4
1972/11/25,4713.52
1972/11/27,4742.16
1972/11/28,4816.72
1972/11/29,4879.18
1972/11/30,4868.96
1972/12/1,4781.48
1972/12/2,4826.65
1972/12/4,4872.46
1972/12/5,4881.37
1972/12/6,4902.82
1972/12/7,4838.76
1972/12/8,4862.4
1972/12/9,4878.89
1972/12/11,4859.4
1972/12/12,4866.7
1972/12/13,4869.77
1972/12/14,4892.02
1972/12/15,4909.24
1972/12/16,4925
1972/12/18,4923.39
1972/12/19,4920.84
1972/12/20,4959.21
1972/12/21,4965.05
1972/12/22,5025.54
1972/12/23,5015.91
1972/12/25,5031.23
1972/12/26,5106.71
1972/12/27,5194.42
1972/12/28,5207.94
1973/1/4,5232.86
1973/1/5,5253.18
1973/1/6,5253.69
1973/1/8,5307.19
1973/1/9,5278.1
1973/1/10,5243.12
1973/1/11,5244.29
1973/1/12,5251.67
1973/1/13,5231.82
1973/1/16,5188.4
1973/1/17,5215.42
1973/1/18,5188.91
1973/1/19,5230.87
1973/1/22,5270.54
1973/1/23,5267.68
1973/1/24,5359.74
1973/1/25,5329.23
1973/1/26,5256.82
1973/1/27,5294.26
1973/1/29,5349.51
1973/1/30,5232
1973/1/31,5165.24
1973/2/1,5066.17
1973/2/2,4820.52
1973/2/3,4716.66
1973/2/5,4949.76
1973/2/6,4891.34
1973/2/7,4832.47
1973/2/8,4903.14
1973/2/9,4843.54
1973/2/10,4884.41
1973/2/12,4985.47
1973/2/13,4993.73
1973/2/14,4984.88
1973/2/15,5113.53
1973/2/16,5187.3
1973/2/19,5277.74
1973/2/20,5334.69
1973/2/21,5298.98
1973/2/22,5278.25
1973/2/23,5215.03
1973/2/24,5118.73
1973/2/26,5129.31
1973/2/27,5194.88
1973/2/28,5121.32
1973/3/1,5139.95
1973/3/2,5024.1
1973/3/3,4948.62
1973/3/5,4771.63
1973/3/6,4888.88
1973/3/7,4950.76
1973/3/8,4964.51
1973/3/9,4987.43
1973/3/10,5004.51
1973/3/12,5003.55
1973/3/13,5050.64
1973/3/14,5096.26
1973/3/15,5133.45
1973/3/16,5095.3
1973/3/19,5123.54
1973/3/20,5131.01
1973/3/22,5101.36
1973/3/23,5060.18
1973/3/24,5071.34
1973/3/26,5066.02
1973/3/27,5081.99
1973/3/28,5116.79
1973/3/29,5177.5
1973/3/30,5233.79
1973/3/31,5226.02
1973/4/2,5181.68
1973/4/3,5162.69
1973/4/4,5090.17
1973/4/5,5013.01
1973/4/6,5023.1
1973/4/7,5039.25
1973/4/9,4988.63
1973/4/10,4915.96
1973/4/11,4906.54
1973/4/12,4793.64
1973/4/13,4735.59
1973/4/14,4640.93
1973/4/16,4539.4
1973/4/17,4599.91
1973/4/18,4735.55
1973/4/19,4727.51
1973/4/20,4654.85
1973/4/23,4495.18
1973/4/24,4435.83
1973/4/25,4374.77
1973/4/26,4499.39
1973/4/27,4570.33
1973/4/28,4598.47
1973/5/1,4594.65
1973/5/2,4601.89
1973/5/4,4655.47
1973/5/7,4671.07
1973/5/8,4669.57
1973/5/9,4637.06
1973/5/10,4663.33
1973/5/11,4694.19
1973/5/12,4745.59
1973/5/14,4767.85
1973/5/15,4701.14
1973/5/16,4772.97
1973/5/17,4740.17
1973/5/18,4774.95
1973/5/21,4667.54
1973/5/22,4675.27
1973/5/23,4646.39
1973/5/24,4593.57
1973/5/25,4627.41
1973/5/26,4637.8
1973/5/28,4627.58
1973/5/29,4626.22
1973/5/30,4613.44
1973/5/31,4557.36
1973/6/1,4546.74
1973/6/2,4546.44
1973/6/4,4500.55
1973/6/5,4542.58
1973/6/6,4599.87
1973/6/7,4623.72
1973/6/8,4625.79
1973/6/9,4633.03
1973/6/11,4606.1
1973/6/12,4571.45
1973/6/13,4611.16
1973/6/14,4587.87
1973/6/15,4581.95
1973/6/18,4542.99
1973/6/19,4553.71
1973/6/20,4582.85
1973/6/21,4597.03
1973/6/22,4668.86
1973/6/23,4695.5
1973/6/25,4687.24
1973/6/26,4637.77
1973/6/27,4677.01
1973/6/28,4681.37
1973/6/29,4675.12
1973/6/30,4675.21
1973/7/2,4688.77
1973/7/3,4722.96
1973/7/4,4774.58
1973/7/5,4748.45
1973/7/6,4754.2
1973/7/7,4730.91
1973/7/9,4778.02
1973/7/10,4792.47
1973/7/11,4863.36
1973/7/12,4912.33
1973/7/13,4943.5
1973/7/14,4960.43
1973/7/16,4965.34
1973/7/17,4972.96
1973/7/18,4962.56
1973/7/19,4989.79
1973/7/20,5015.85
1973/7/23,5000.2
1973/7/24,5007.14
1973/7/25,5035.91
1973/7/26,5089.62
1973/7/27,5123.25
1973/7/28,5119.26
1973/7/30,5108.46
1973/7/31,5041.18
1973/8/1,4972.81
1973/8/2,5021.06
1973/8/3,4983.96
1973/8/4,4996.91
1973/8/6,4946.07
1973/8/7,4956.44
1973/8/8,4972.14
1973/8/9,4972.95
1973/8/10,4926.08
1973/8/11,4901.19
1973/8/13,4908.28
1973/8/14,4915.41
1973/8/15,4912.24
1973/8/16,4857.03
1973/8/17,4834.45
1973/8/20,4828.73
1973/8/21,4874.32
1973/8/22,4893.91
1973/8/23,4865.3
1973/8/24,4828.07
1973/8/25,4834.63
1973/8/27,4829.71
1973/8/28,4832.41
1973/8/29,4870.9
1973/8/30,4889.19
1973/8/31,4882.09
1973/9/1,4872.2
1973/9/3,4838.25
1973/9/4,4785.85
1973/9/5,4678.66
1973/9/6,4657.71
1973/9/7,4677.64
1973/9/8,4732.16
1973/9/10,4696.49
1973/9/11,4587.4
1973/9/12,4646.37
1973/9/13,4620.91
1973/9/14,4644.12
1973/9/17,4623.79
1973/9/18,4557.92
1973/9/19,4516.18
1973/9/20,4444.78
1973/9/21,4393.42
1973/9/22,4450.97
1973/9/25,4472.78
1973/9/26,4515.38
1973/9/27,4622.56
1973/9/28,4617.33
1973/9/29,4607.18
1973/10/1,4582.77
1973/10/2,4606.53
1973/10/3,4643.69
1973/10/4,4619.02
1973/10/5,4562.13
1973/10/6,4564.29
1973/10/8,4509.29
1973/10/9,4493.03
1973/10/11,4487.93
1973/10/12,4452.6
1973/10/13,4437.62
1973/10/15,4468.41
1973/10/16,4477.58
1973/10/17,4482.83
1973/10/18,4516.02
1973/10/19,4552.22
1973/10/22,4549.5
1973/10/23,4595.54
1973/10/24,4661.59
1973/10/25,4667.11
1973/10/26,4628.58
1973/10/27,4602.9
1973/10/29,4630.38
1973/10/30,4702.92
1973/10/31,4699.73
1973/11/1,4634.83
1973/11/2,4665.98
1973/11/5,4676.96
1973/11/6,4616.62
1973/11/7,4632.43
1973/11/8,4660.66
1973/11/9,4649
1973/11/10,4595.27
1973/11/12,4510.32
1973/11/13,4428.39
1973/11/14,4473.75
1973/11/15,4444.87
1973/11/16,4388.1
1973/11/19,4450.89
1973/11/20,4441.89
1973/11/21,4371.55
1973/11/22,4293.5
1973/11/24,4332.96
1973/11/26,4371.71
1973/11/27,4288.75
1973/11/28,4352.68
1973/11/29,4411.44
1973/11/30,4461.84
1973/12/1,4496.97
1973/12/3,4510.52
1973/12/4,4447.9
1973/12/5,4434.15
1973/12/6,4335.29
1973/12/7,4283.56
1973/12/8,4321.92
1973/12/10,4165.13
1973/12/11,4135.95
1973/12/12,4097.1
